"codmunres","ano","nascimentos","partos_na_macro_com_1mais_uti","partos_na_macro_com_4mais_uti","partos_na_macro_sem_1mais_uti","partos_na_macro_sem_4mais_uti","partos_fora_macro_com_1mais_uti","partos_fora_macro_com_4mais_uti","partos_fora_macro_sem_1mais_uti","partos_fora_macro_sem_4mais_uti","partos_na_macro_sem_inf","partos_fora_macro_sem_inf"
230400,2025,1,1,1,0,0,0,0,0,0,0,0
230410,2023,17,15,15,0,0,2,2,0,0,0,0
230410,2024,5,4,4,0,0,1,1,0,0,0,0
230410,2025,6,5,5,0,0,1,1,0,0,0,0
230420,2023,35,35,34,0,1,0,0,0,0,0,0
230420,2024,19,19,18,0,1,0,0,0,0,0,0
230420,2025,22,22,20,0,2,0,0,0,0,0,0
230423,2023,0,0,0,0,0,0,0,0,0,0,0
230423,2024,1,1,1,0,0,0,0,0,0,0,0
230423,2025,5,4,4,0,0,1,1,0,0,0,0
230425,2023,4,3,3,1,1,0,0,0,0,0,0
230425,2024,9,7,7,1,1,1,1,0,0,0,0
230425,2025,5,1,1,2,2,2,2,0,0,0,0
230426,2023,1,0,0,1,1,0,0,0,0,0,0
230426,2024,0,0,0,0,0,0,0,0,0,0,0
230426,2025,0,0,0,0,0,0,0,0,0,0,0
230427,2023,0,0,0,0,0,0,0,0,0,0,0
230427,2024,0,0,0,0,0,0,0,0,0,0,0
230427,2025,1,0,0,0,0,1,1,0,0,0,0
230428,2023,17,16,16,0,0,0,0,0,0,1,0
230428,2024,14,13,13,1,1,0,0,0,0,0,0
230428,2025,19,16,16,3,3,0,0,0,0,0,0
230430,2023,5,5,5,0,0,0,0,0,0,0,0
230430,2024,1,1,1,0,0,0,0,0,0,0,0
230430,2025,1,1,1,0,0,0,0,0,0,0,0
230435,2023,2,1,1,1,1,0,0,0,0,0,0
230435,2024,5,5,5,0,0,0,0,0,0,0,0
230435,2025,4,4,4,0,0,0,0,0,0,0,0
230440,2023,472,440,440,29,29,1,1,0,0,2,0
230440,2024,483,440,440,40,40,2,2,0,0,1,0
230440,2025,293,265,265,26,26,1,1,0,0,1,0
230445,2023,5,0,0,1,1,4,4,0,0,0,0
230445,2024,5,0,0,1,1,4,4,0,0,0,0
230445,2025,5,0,0,2,2,3,3,0,0,0,0
230450,2023,2,2,2,0,0,0,0,0,0,0,0
230450,2024,4,3,3,1,1,0,0,0,0,0,0
230450,2025,2,2,2,0,0,0,0,0,0,0,0
230460,2023,1,1,1,0,0,0,0,0,0,0,0
230460,2024,3,3,3,0,0,0,0,0,0,0,0
230460,2025,0,0,0,0,0,0,0,0,0,0,0
230465,2023,7,5,5,2,2,0,0,0,0,0,0
230465,2024,3,3,3,0,0,0,0,0,0,0,0
230465,2025,1,1,1,0,0,0,0,0,0,0,0
230470,2023,7,6,6,1,1,0,0,0,0,0,0
230470,2024,7,6,6,1,1,0,0,0,0,0,0
230470,2025,7,6,6,1,1,0,0,0,0,0,0
230480,2023,0,0,0,0,0,0,0,0,0,0,0
230480,2024,0,0,0,0,0,0,0,0,0,0,0
230480,2025,0,0,0,0,0,0,0,0,0,0,0
230490,2023,1,1,1,0,0,0,0,0,0,0,0
230490,2024,2,2,2,0,0,0,0,0,0,0,0
230490,2025,1,1,1,0,0,0,0,0,0,0,0
230495,2023,1,1,1,0,0,0,0,0,0,0,0
230495,2024,2,2,2,0,0,0,0,0,0,0,0
230495,2025,1,1,1,0,0,0,0,0,0,0,0
230500,2023,8,7,7,1,1,0,0,0,0,0,0
230500,2024,3,2,2,0,0,1,1,0,0,0,0
230500,2025,3,3,3,0,0,0,0,0,0,0,0
230510,2023,1,1,1,0,0,0,0,0,0,0,0
230510,2024,1,0,0,1,1,0,0,0,0,0,0
230510,2025,1,0,0,0,0,1,1,0,0,0,0
230520,2023,2,2,2,0,0,0,0,0,0,0,0
230520,2024,8,7,7,1,1,0,0,0,0,0,0
230520,2025,0,0,0,0,0,0,0,0,0,0,0
230523,2023,19,19,19,0,0,0,0,0,0,0,0
230523,2024,12,12,12,0,0,0,0,0,0,0,0
230523,2025,9,9,9,0,0,0,0,0,0,0,0
230526,2023,1,0,0,0,0,1,1,0,0,0,0
230526,2024,1,0,0,1,1,0,0,0,0,0,0
230526,2025,1,0,0,0,0,1,1,0,0,0,0
230530,2023,10,10,10,0,0,0,0,0,0,0,0
230530,2024,2,2,2,0,0,0,0,0,0,0,0
230530,2025,0,0,0,0,0,0,0,0,0,0,0
230533,2023,1,1,1,0,0,0,0,0,0,0,0
230533,2024,1,0,0,0,0,1,1,0,0,0,0
230533,2025,1,1,1,0,0,0,0,0,0,0,0
230535,2023,1,0,0,0,0,1,1,0,0,0,0
230535,2024,1,0,0,0,0,1,1,0,0,0,0
230535,2025,1,0,0,0,0,1,1,0,0,0,0
230540,2023,6,1,1,1,1,2,2,2,2,0,0
230540,2024,13,8,8,4,4,1,1,0,0,0,0
230540,2025,6,5,5,1,1,0,0,0,0,0,0
230550,2023,10,2,2,5,5,3,3,0,0,0,0
230550,2024,12,8,8,4,4,0,0,0,0,0,0
230550,2025,5,1,1,3,3,1,1,0,0,0,0
230560,2023,4,3,3,0,0,1,1,0,0,0,0
230560,2024,1,1,1,0,0,0,0,0,0,0,0
230560,2025,0,0,0,0,0,0,0,0,0,0,0
230565,2023,2,2,2,0,0,0,0,0,0,0,0
230565,2024,2,2,2,0,0,0,0,0,0,0,0
230565,2025,1,1,1,0,0,0,0,0,0,0,0
230570,2023,1,0,0,0,0,1,1,0,0,0,0
230570,2024,1,1,1,0,0,0,0,0,0,0,0
230570,2025,0,0,0,0,0,0,0,0,0,0,0
230580,2023,10,9,9,1,1,0,0,0,0,0,0
230580,2024,7,6,6,1,1,0,0,0,0,0,0
230580,2025,3,0,0,0,0,3,3,0,0,0,0
230590,2023,7,7,7,0,0,0,0,0,0,0,0
230590,2024,4,4,4,0,0,0,0,0,0,0,0
230590,2025,2,1,1,1,1,0,0,0,0,0,0
230600,2023,1,0,0,0,0,1,1,0,0,0,0
230600,2024,1,0,0,0,0,1,1,0,0,0,0
230600,2025,0,0,0,0,0,0,0,0,0,0,0
230610,2023,5,3,3,1,1,1,1,0,0,0,0
230610,2024,5,4,4,1,1,0,0,0,0,0,0
230610,2025,4,4,4,0,0,0,0,0,0,0,0
230620,2023,2,0,0,1,1,1,1,0,0,0,0
230620,2024,0,0,0,0,0,0,0,0,0,0,0
230620,2025,0,0,0,0,0,0,0,0,0,0,0
230625,2023,15,15,15,0,0,0,0,0,0,0,0
230625,2024,5,4,4,1,1,0,0,0,0,0,0
230625,2025,6,5,5,1,1,0,0,0,0,0,0
230630,2023,6,6,6,0,0,0,0,0,0,0,0
230630,2024,15,12,12,0,0,2,2,1,1,0,0
230630,2025,5,4,4,1,1,0,0,0,0,0,0
230640,2023,19,11,11,8,8,0,0,0,0,0,0
230640,2024,31,18,18,12,12,1,1,0,0,0,0
230640,2025,12,6,6,6,6,0,0,0,0,0,0
230650,2023,2,1,1,1,1,0,0,0,0,0,0
230650,2024,3,2,2,1,1,0,0,0,0,0,0
230650,2025,3,3,3,0,0,0,0,0,0,0,0
230655,2023,9,9,9,0,0,0,0,0,0,0,0
230655,2024,8,5,5,3,3,0,0,0,0,0,0
230655,2025,6,3,3,2,2,1,1,0,0,0,0
230660,2023,3,1,1,1,1,1,1,0,0,0,0
230660,2024,2,0,0,0,0,1,1,0,0,1,0
230660,2025,4,0,0,1,1,1,1,0,0,2,0
230670,2023,2,0,0,0,0,2,2,0,0,0,0
230670,2024,1,0,0,0,0,1,1,0,0,0,0
230670,2025,2,0,0,1,1,1,1,0,0,0,0
230680,2023,0,0,0,0,0,0,0,0,0,0,0
230680,2024,3,0,0,0,0,3,3,0,0,0,0
230680,2025,1,0,0,0,0,1,1,0,0,0,0
230690,2023,2,0,0,1,1,1,1,0,0,0,0
230690,2024,4,0,0,0,0,4,4,0,0,0,0
230690,2025,0,0,0,0,0,0,0,0,0,0,0
230700,2023,7,0,0,2,2,5,5,0,0,0,0
230700,2024,1,0,0,1,1,0,0,0,0,0,0
230700,2025,3,0,0,0,0,3,3,0,0,0,0
230710,2023,3,3,3,0,0,0,0,0,0,0,0
230710,2024,4,4,4,0,0,0,0,0,0,0,0
230710,2025,6,6,6,0,0,0,0,0,0,0,0
230720,2023,0,0,0,0,0,0,0,0,0,0,0
230720,2024,0,0,0,0,0,0,0,0,0,0,0
230720,2025,1,1,1,0,0,0,0,0,0,0,0
230725,2023,5,4,4,1,1,0,0,0,0,0,0
230725,2024,4,4,4,0,0,0,0,0,0,0,0
230725,2025,4,3,3,0,0,1,1,0,0,0,0
230730,2023,60,60,57,0,3,0,0,0,0,0,0
230730,2024,56,56,50,0,6,0,0,0,0,0,0
230730,2025,31,28,25,1,4,2,2,0,0,0,0
230740,2023,9,5,5,1,1,1,1,0,0,2,0
230740,2024,3,3,3,0,0,0,0,0,0,0,0
230740,2025,1,1,1,0,0,0,0,0,0,0,0
230750,2023,5,4,4,1,1,0,0,0,0,0,0
230750,2024,2,0,0,1,1,1,1,0,0,0,0
230750,2025,2,1,1,1,1,0,0,0,0,0,0
230760,2023,12,0,0,3,3,9,9,0,0,0,0
230760,2024,9,0,0,1,1,8,8,0,0,0,0
230760,2025,7,0,0,1,1,6,6,0,0,0,0
230763,2023,4,0,0,0,0,4,4,0,0,0,0
230763,2024,3,0,0,0,0,3,3,0,0,0,0
230763,2025,0,0,0,0,0,0,0,0,0,0,0
230765,2023,51,35,35,16,16,0,0,0,0,0,0
230765,2024,64,43,43,21,21,0,0,0,0,0,0
230765,2025,29,24,24,5,5,0,0,0,0,0,0
230770,2023,14,12,12,2,2,0,0,0,0,0,0
230770,2024,17,16,16,1,1,0,0,0,0,0,0
230770,2025,10,10,10,0,0,0,0,0,0,0,0
230780,2023,4,4,4,0,0,0,0,0,0,0,0
230780,2024,7,6,6,1,1,0,0,0,0,0,0
230780,2025,8,6,6,1,1,1,1,0,0,0,0
230790,2023,2,2,2,0,0,0,0,0,0,0,0
230790,2024,3,2,2,1,1,0,0,0,0,0,0
230790,2025,1,1,1,0,0,0,0,0,0,0,0
230800,2023,6,5,5,1,1,0,0,0,0,0,0
230800,2024,4,4,4,0,0,0,0,0,0,0,0
230800,2025,5,5,5,0,0,0,0,0,0,0,0
230810,2023,10,9,8,1,2,0,0,0,0,0,0
230810,2024,4,4,4,0,0,0,0,0,0,0,0
230810,2025,10,7,7,1,1,2,2,0,0,0,0
230820,2023,2,2,2,0,0,0,0,0,0,0,0
230820,2024,4,3,3,1,1,0,0,0,0,0,0
230820,2025,1,1,1,0,0,0,0,0,0,0,0
230830,2023,6,3,3,3,3,0,0,0,0,0,0
230830,2024,0,0,0,0,0,0,0,0,0,0,0
230830,2025,3,3,3,0,0,0,0,0,0,0,0
230835,2023,1,1,1,0,0,0,0,0,0,0,0
230835,2024,0,0,0,0,0,0,0,0,0,0,0
230835,2025,1,1,1,0,0,0,0,0,0,0,0
230837,2023,7,5,5,1,1,1,1,0,0,0,0
230837,2024,2,0,0,2,2,0,0,0,0,0,0
230837,2025,0,0,0,0,0,0,0,0,0,0,0
230840,2023,13,12,12,1,1,0,0,0,0,0,0
230840,2024,7,6,6,1,1,0,0,0,0,0,0
230840,2025,5,5,5,0,0,0,0,0,0,0,0
230850,2023,7,2,2,3,3,2,2,0,0,0,0
230850,2024,3,2,2,0,0,1,1,0,0,0,0
230850,2025,1,1,1,0,0,0,0,0,0,0,0
230860,2023,6,4,4,1,1,0,0,1,1,0,0
230860,2024,3,1,1,2,2,0,0,0,0,0,0
230860,2025,0,0,0,0,0,0,0,0,0,0,0
230870,2023,11,0,0,2,2,9,9,0,0,0,0
230870,2024,13,0,0,0,0,12,12,1,1,0,0
230870,2025,5,0,0,2,2,3,3,0,0,0,0
230880,2023,2,2,2,0,0,0,0,0,0,0,0
230880,2024,1,1,1,0,0,0,0,0,0,0,0
230880,2025,0,0,0,0,0,0,0,0,0,0,0
230890,2023,4,1,1,3,3,0,0,0,0,0,0
230890,2024,6,5,5,0,0,1,1,0,0,0,0
230890,2025,0,0,0,0,0,0,0,0,0,0,0
230900,2023,2,2,2,0,0,0,0,0,0,0,0
230900,2024,1,0,0,1,1,0,0,0,0,0,0
230900,2025,4,3,3,1,1,0,0,0,0,0,0
230910,2023,2,1,1,0,0,0,0,1,1,0,0
230910,2024,0,0,0,0,0,0,0,0,0,0,0
230910,2025,1,1,1,0,0,0,0,0,0,0,0
230920,2023,7,7,7,0,0,0,0,0,0,0,0
230920,2024,2,2,2,0,0,0,0,0,0,0,0
230920,2025,3,3,3,0,0,0,0,0,0,0,0
230930,2023,2,2,2,0,0,0,0,0,0,0,0
230930,2024,3,3,3,0,0,0,0,0,0,0,0
230930,2025,4,2,2,2,2,0,0,0,0,0,0
230940,2023,3,3,3,0,0,0,0,0,0,0,0
230940,2024,5,5,5,0,0,0,0,0,0,0,0
230940,2025,1,1,1,0,0,0,0,0,0,0,0
230945,2023,2,2,2,0,0,0,0,0,0,0,0
230945,2024,4,4,4,0,0,0,0,0,0,0,0
230945,2025,3,3,3,0,0,0,0,0,0,0,0
230950,2023,4,0,0,3,3,1,1,0,0,0,0
230950,2024,4,3,3,1,1,0,0,0,0,0,0
230950,2025,1,1,1,0,0,0,0,0,0,0,0
230960,2023,13,13,13,0,0,0,0,0,0,0,0
230960,2024,8,8,8,0,0,0,0,0,0,0,0
230960,2025,4,3,3,1,1,0,0,0,0,0,0
230970,2023,16,12,12,4,4,0,0,0,0,0,0
230970,2024,13,10,10,3,3,0,0,0,0,0,0
230970,2025,6,5,5,1,1,0,0,0,0,0,0
230980,2023,1,1,1,0,0,0,0,0,0,0,0
230980,2024,4,4,4,0,0,0,0,0,0,0,0
230980,2025,3,3,3,0,0,0,0,0,0,0,0
230990,2023,0,0,0,0,0,0,0,0,0,0,0
230990,2024,2,2,2,0,0,0,0,0,0,0,0
230990,2025,0,0,0,0,0,0,0,0,0,0,0
231000,2023,2,0,0,1,1,1,1,0,0,0,0
231000,2024,1,0,0,0,0,1,1,0,0,0,0
231000,2025,2,0,0,0,0,2,2,0,0,0,0
231010,2023,1,0,0,0,0,1,1,0,0,0,0
231010,2024,2,2,2,0,0,0,0,0,0,0,0
231010,2025,3,2,2,1,1,0,0,0,0,0,0
231020,2023,7,5,5,2,2,0,0,0,0,0,0
231020,2024,3,2,2,1,1,0,0,0,0,0,0
231020,2025,3,2,2,1,1,0,0,0,0,0,0
231025,2023,7,7,7,0,0,0,0,0,0,0,0
231025,2024,8,8,8,0,0,0,0,0,0,0,0
231025,2025,6,5,5,1,1,0,0,0,0,0,0
231030,2023,3,0,0,0,0,3,3,0,0,0,0
231030,2024,3,0,0,1,1,2,2,0,0,0,0
231030,2025,2,0,0,1,1,1,1,0,0,0,0
231040,2023,2,0,0,1,1,1,1,0,0,0,0
231040,2024,2,0,0,1,1,1,1,0,0,0,0
231040,2025,0,0,0,0,0,0,0,0,0,0,0
231050,2023,4,2,2,0,0,2,2,0,0,0,0
231050,2024,8,5,5,2,2,1,1,0,0,0,0
231050,2025,6,1,1,2,2,3,3,0,0,0,0
231060,2023,1,1,1,0,0,0,0,0,0,0,0
231060,2024,3,3,3,0,0,0,0,0,0,0,0
231060,2025,0,0,0,0,0,0,0,0,0,0,0
231070,2023,8,7,7,1,1,0,0,0,0,0,0
231070,2024,9,8,8,1,1,0,0,0,0,0,0
231070,2025,3,3,3,0,0,0,0,0,0,0,0
231080,2023,2,0,0,1,1,1,1,0,0,0,0
231080,2024,3,0,0,2,2,1,1,0,0,0,0
231080,2025,1,0,0,0,0,1,1,0,0,0,0
231085,2023,2,2,2,0,0,0,0,0,0,0,0
231085,2024,8,6,6,1,1,0,0,0,0,1,0
231085,2025,2,1,1,1,1,0,0,0,0,0,0
231090,2023,1,1,1,0,0,0,0,0,0,0,0
231090,2024,0,0,0,0,0,0,0,0,0,0,0
231090,2025,1,0,0,1,1,0,0,0,0,0,0
231095,2023,4,4,4,0,0,0,0,0,0,0,0
231095,2024,2,2,2,0,0,0,0,0,0,0,0
231095,2025,1,1,1,0,0,0,0,0,0,0,0
231100,2023,6,6,6,0,0,0,0,0,0,0,0
231100,2024,3,3,3,0,0,0,0,0,0,0,0
231100,2025,0,0,0,0,0,0,0,0,0,0,0
231110,2023,5,5,5,0,0,0,0,0,0,0,0
231110,2024,9,7,7,2,2,0,0,0,0,0,0
231110,2025,2,1,1,1,1,0,0,0,0,0,0
231120,2023,2,2,2,0,0,0,0,0,0,0,0
231120,2024,1,1,1,0,0,0,0,0,0,0,0
231120,2025,0,0,0,0,0,0,0,0,0,0,0
231123,2023,2,0,0,0,0,2,2,0,0,0,0
231123,2024,1,0,0,0,0,1,1,0,0,0,0
231123,2025,0,0,0,0,0,0,0,0,0,0,0
231126,2023,4,3,3,0,0,1,1,0,0,0,0
231126,2024,3,2,2,0,0,1,1,0,0,0,0
231126,2025,2,2,2,0,0,0,0,0,0,0,0
231130,2023,15,9,9,0,0,6,6,0,0,0,0
231130,2024,18,10,10,0,0,8,8,0,0,0,0
231130,2025,10,8,8,0,0,2,2,0,0,0,0
231135,2023,1,0,0,1,1,0,0,0,0,0,0
231135,2024,2,0,0,0,0,2,2,0,0,0,0
231135,2025,2,2,2,0,0,0,0,0,0,0,0
231140,2023,13,7,7,1,1,5,5,0,0,0,0
231140,2024,12,5,5,0,0,7,7,0,0,0,0
231140,2025,8,3,3,2,2,3,3,0,0,0,0
231150,2023,2,0,0,0,0,2,2,0,0,0,0
231150,2024,1,0,0,0,0,1,1,0,0,0,0
231150,2025,2,0,0,0,0,2,2,0,0,0,0
231160,2023,5,3,3,2,2,0,0,0,0,0,0
231160,2024,6,6,6,0,0,0,0,0,0,0,0
231160,2025,4,3,3,1,1,0,0,0,0,0,0
231170,2023,1,1,1,0,0,0,0,0,0,0,0
231170,2024,1,1,1,0,0,0,0,0,0,0,0
231170,2025,2,2,2,0,0,0,0,0,0,0,0
231180,2023,10,0,0,1,1,9,9,0,0,0,0
231180,2024,11,0,0,4,4,7,7,0,0,0,0
231180,2025,11,0,0,5,5,6,6,0,0,0,0
231190,2023,3,0,0,3,3,0,0,0,0,0,0
231190,2024,0,0,0,0,0,0,0,0,0,0,0
231190,2025,2,0,0,2,2,0,0,0,0,0,0
231195,2023,8,6,6,2,2,0,0,0,0,0,0
231195,2024,7,6,6,1,1,0,0,0,0,0,0
231195,2025,3,3,3,0,0,0,0,0,0,0,0
231200,2023,4,3,3,1,1,0,0,0,0,0,0
231200,2024,6,6,6,0,0,0,0,0,0,0,0
231200,2025,5,4,4,1,1,0,0,0,0,0,0
231210,2023,4,4,4,0,0,0,0,0,0,0,0
231210,2024,3,2,2,1,1,0,0,0,0,0,0
231210,2025,1,1,1,0,0,0,0,0,0,0,0
231220,2023,9,9,9,0,0,0,0,0,0,0,0
231220,2024,7,5,5,2,2,0,0,0,0,0,0
231220,2025,7,6,6,0,0,1,1,0,0,0,0
231230,2023,7,6,6,0,0,1,1,0,0,0,0
231230,2024,7,4,4,2,2,1,1,0,0,0,0
231230,2025,4,3,3,1,1,0,0,0,0,0,0
231240,2023,11,8,8,3,3,0,0,0,0,0,0
231240,2024,16,11,11,5,5,0,0,0,0,0,0
231240,2025,8,7,7,1,1,0,0,0,0,0,0
231250,2023,0,0,0,0,0,0,0,0,0,0,0
231250,2024,0,0,0,0,0,0,0,0,0,0,0
231250,2025,0,0,0,0,0,0,0,0,0,0,0
231260,2023,0,0,0,0,0,0,0,0,0,0,0
231260,2024,2,2,2,0,0,0,0,0,0,0,0
231260,2025,2,2,2,0,0,0,0,0,0,0,0
231270,2023,5,0,0,4,4,1,1,0,0,0,0
231270,2024,2,2,2,0,0,0,0,0,0,0,0
231270,2025,2,1,1,0,0,1,1,0,0,0,0
231280,2023,0,0,0,0,0,0,0,0,0,0,0
231280,2024,1,1,1,0,0,0,0,0,0,0,0
231280,2025,1,1,1,0,0,0,0,0,0,0,0
231290,2023,36,32,32,0,0,4,4,0,0,0,0
231290,2024,45,42,42,1,1,1,1,0,0,1,0
231290,2025,26,24,24,1,1,1,1,0,0,0,0
231300,2023,3,1,1,2,2,0,0,0,0,0,0
231300,2024,1,0,0,0,0,1,1,0,0,0,0
231300,2025,1,0,0,0,0,1,1,0,0,0,0
231310,2023,4,0,0,1,1,3,3,0,0,0,0
231310,2024,4,0,0,3,3,1,1,0,0,0,0
231310,2025,2,0,0,1,1,1,1,0,0,0,0
231320,2023,6,5,5,1,1,0,0,0,0,0,0
231320,2024,2,1,1,1,1,0,0,0,0,0,0
231320,2025,2,2,2,0,0,0,0,0,0,0,0
231325,2023,1,1,1,0,0,0,0,0,0,0,0
231325,2024,0,0,0,0,0,0,0,0,0,0,0
231325,2025,0,0,0,0,0,0,0,0,0,0,0
231330,2023,12,3,3,3,3,6,6,0,0,0,0
231330,2024,8,1,1,1,1,6,6,0,0,0,0
231330,2025,8,1,1,2,2,5,5,0,0,0,0
231335,2023,2,2,2,0,0,0,0,0,0,0,0
231335,2024,4,2,2,2,2,0,0,0,0,0,0
231335,2025,0,0,0,0,0,0,0,0,0,0,0
231340,2023,12,11,11,0,0,1,1,0,0,0,0
231340,2024,21,21,21,0,0,0,0,0,0,0,0
231340,2025,13,11,11,0,0,2,2,0,0,0,0
231350,2023,16,9,9,7,7,0,0,0,0,0,0
231350,2024,11,7,7,2,2,2,2,0,0,0,0
231350,2025,4,3,3,1,1,0,0,0,0,0,0
231355,2023,6,4,4,2,2,0,0,0,0,0,0
231355,2024,3,2,2,1,1,0,0,0,0,0,0
231355,2025,2,2,2,0,0,0,0,0,0,0,0
231360,2023,8,7,7,1,1,0,0,0,0,0,0
231360,2024,4,3,3,1,1,0,0,0,0,0,0
231360,2025,3,1,1,1,1,1,1,0,0,0,0
231370,2023,1,0,0,0,0,1,1,0,0,0,0
231370,2024,1,0,0,1,1,0,0,0,0,0,0
231370,2025,0,0,0,0,0,0,0,0,0,0,0
231375,2023,7,4,4,3,3,0,0,0,0,0,0
231375,2024,5,1,1,3,3,1,1,0,0,0,0
231375,2025,1,1,1,0,0,0,0,0,0,0,0
231380,2023,5,3,3,2,2,0,0,0,0,0,0
231380,2024,4,4,4,0,0,0,0,0,0,0,0
231380,2025,3,2,2,1,1,0,0,0,0,0,0
231390,2023,3,3,3,0,0,0,0,0,0,0,0
231390,2024,3,3,3,0,0,0,0,0,0,0,0
231390,2025,0,0,0,0,0,0,0,0,0,0,0
231395,2023,3,1,1,2,2,0,0,0,0,0,0
231395,2024,2,2,2,0,0,0,0,0,0,0,0
231395,2025,2,2,2,0,0,0,0,0,0,0,0
231400,2023,6,1,1,1,1,4,4,0,0,0,0
231400,2024,8,7,7,1,1,0,0,0,0,0,0
231400,2025,3,3,3,0,0,0,0,0,0,0,0
231410,2023,11,7,7,4,4,0,0,0,0,0,0
231410,2024,9,8,8,1,1,0,0,0,0,0,0
231410,2025,7,4,4,3,3,0,0,0,0,0,0
240010,2023,1,1,1,0,0,0,0,0,0,0,0
240010,2024,2,2,2,0,0,0,0,0,0,0,0
240010,2025,0,0,0,0,0,0,0,0,0,0,0
240020,2023,6,6,6,0,0,0,0,0,0,0,0
240020,2024,10,9,9,1,1,0,0,0,0,0,0
240020,2025,7,6,6,1,1,0,0,0,0,0,0
240030,2023,4,0,0,0,0,4,4,0,0,0,0
240030,2024,0,0,0,0,0,0,0,0,0,0,0
240030,2025,2,0,0,0,0,2,2,0,0,0,0
240040,2023,0,0,0,0,0,0,0,0,0,0,0
240040,2024,2,2,2,0,0,0,0,0,0,0,0
240040,2025,0,0,0,0,0,0,0,0,0,0,0
240050,2023,3,2,2,1,1,0,0,0,0,0,0
240050,2024,2,2,2,0,0,0,0,0,0,0,0
240050,2025,0,0,0,0,0,0,0,0,0,0,0
240060,2023,2,2,2,0,0,0,0,0,0,0,0
240060,2024,0,0,0,0,0,0,0,0,0,0,0
240060,2025,0,0,0,0,0,0,0,0,0,0,0
240070,2023,4,3,3,1,1,0,0,0,0,0,0
240070,2024,3,3,3,0,0,0,0,0,0,0,0
240070,2025,0,0,0,0,0,0,0,0,0,0,0
240080,2023,1,1,1,0,0,0,0,0,0,0,0
240080,2024,2,2,2,0,0,0,0,0,0,0,0
240080,2025,2,2,2,0,0,0,0,0,0,0,0
240090,2023,2,0,0,2,2,0,0,0,0,0,0
240090,2024,0,0,0,0,0,0,0,0,0,0,0
240090,2025,0,0,0,0,0,0,0,0,0,0,0
240100,2023,4,3,3,1,1,0,0,0,0,0,0
240100,2024,10,9,9,1,1,0,0,0,0,0,0
240100,2025,1,1,1,0,0,0,0,0,0,0,0
240110,2023,5,5,5,0,0,0,0,0,0,0,0
240110,2024,5,5,5,0,0,0,0,0,0,0,0
240110,2025,2,2,2,0,0,0,0,0,0,0,0
240120,2023,2,2,2,0,0,0,0,0,0,0,0
240120,2024,1,1,1,0,0,0,0,0,0,0,0
240120,2025,4,4,4,0,0,0,0,0,0,0,0
240130,2023,2,2,2,0,0,0,0,0,0,0,0
240130,2024,0,0,0,0,0,0,0,0,0,0,0
240130,2025,0,0,0,0,0,0,0,0,0,0,0
240140,2023,3,3,3,0,0,0,0,0,0,0,0
240140,2024,3,3,3,0,0,0,0,0,0,0,0
240140,2025,0,0,0,0,0,0,0,0,0,0,0
240145,2023,1,1,1,0,0,0,0,0,0,0,0
240145,2024,6,6,6,0,0,0,0,0,0,0,0
240145,2025,5,4,4,0,0,1,1,0,0,0,0
240150,2023,0,0,0,0,0,0,0,0,0,0,0
240150,2024,1,1,1,0,0,0,0,0,0,0,0
240150,2025,1,1,1,0,0,0,0,0,0,0,0
240160,2023,3,2,2,1,1,0,0,0,0,0,0
240160,2024,4,3,3,1,1,0,0,0,0,0,0
240160,2025,0,0,0,0,0,0,0,0,0,0,0
240165,2023,0,0,0,0,0,0,0,0,0,0,0
240165,2024,0,0,0,0,0,0,0,0,0,0,0
240165,2025,0,0,0,0,0,0,0,0,0,0,0
240170,2023,1,1,1,0,0,0,0,0,0,0,0
240170,2024,5,5,5,0,0,0,0,0,0,0,0
240170,2025,2,2,2,0,0,0,0,0,0,0,0
240180,2023,1,1,1,0,0,0,0,0,0,0,0
240180,2024,4,4,4,0,0,0,0,0,0,0,0
240180,2025,0,0,0,0,0,0,0,0,0,0,0
240185,2023,0,0,0,0,0,0,0,0,0,0,0
240185,2024,1,0,0,0,0,1,1,0,0,0,0
240185,2025,0,0,0,0,0,0,0,0,0,0,0
240190,2023,1,1,1,0,0,0,0,0,0,0,0
240190,2024,1,1,1,0,0,0,0,0,0,0,0
240190,2025,0,0,0,0,0,0,0,0,0,0,0
240200,2023,6,3,3,3,3,0,0,0,0,0,0
240200,2024,8,7,7,1,1,0,0,0,0,0,0
240200,2025,5,5,5,0,0,0,0,0,0,0,0
240210,2023,0,0,0,0,0,0,0,0,0,0,0
240210,2024,0,0,0,0,0,0,0,0,0,0,0
240210,2025,0,0,0,0,0,0,0,0,0,0,0
240220,2023,6,6,6,0,0,0,0,0,0,0,0
240220,2024,11,10,10,0,0,0,0,0,0,1,0
240220,2025,5,5,4,0,1,0,0,0,0,0,0
240230,2023,5,4,4,1,1,0,0,0,0,0,0
240230,2024,5,5,5,0,0,0,0,0,0,0,0
240230,2025,3,3,3,0,0,0,0,0,0,0,0
240240,2023,2,2,2,0,0,0,0,0,0,0,0
240240,2024,2,2,2,0,0,0,0,0,0,0,0
240240,2025,0,0,0,0,0,0,0,0,0,0,0
240250,2023,1,1,1,0,0,0,0,0,0,0,0
240250,2024,3,2,2,1,1,0,0,0,0,0,0
240250,2025,1,0,0,0,0,1,1,0,0,0,0
240260,2023,11,10,10,1,1,0,0,0,0,0,0
240260,2024,19,17,17,2,2,0,0,0,0,0,0
240260,2025,17,11,11,6,6,0,0,0,0,0,0
